Folder,Filename,Path,Description,Error
T11 V Hugo Tour de Varan Gambetta/doubles_images_pages/split_images/image_sans_texte,page_29_top.jpg,T11 V Hugo Tour de Varan Gambetta/doubles_images_pages/split_images/image_sans_texte/page_29_top.jpg,"a stone tunnel with a light at the end of it. The tunnel appears to be a culvert, with a curved archway at the top and a small opening at the bottom. The walls of the tunnel are made of stone, and the light from the end casts a warm glow on the tunnel.",
T11 V Hugo Tour de Varan Gambetta/doubles_images_pages/split_images/image_sans_texte,page_38_top.jpg,T11 V Hugo Tour de Varan Gambetta/doubles_images_pages/split_images/image_sans_texte/page_38_top.jpg,"a small stream running through a tunnel filled with rocks and debris, with a wall at the top.",
T04 Lebon Montgolfier/une_image_page/image_sans_texte,page_8.jpg,T04 Lebon Montgolfier/une_image_page/image_sans_texte/page_8.jpg,"a man standing in the middle of a tunnel, surrounded by stones and water. On the left side of the image, there are clothes hanging from a rope.",
T04 Lebon Montgolfier/une_image_page/image_sans_texte,page_21.jpg,T04 Lebon Montgolfier/une_image_page/image_sans_texte/page_21.jpg,"a man in a green suit standing next to a brick wall, holding something in his hand. He is wearing footwear, suggesting he is outdoors.",
T04 Lebon Montgolfier/une_image_page/image_sans_texte,page_9.jpg,T04 Lebon Montgolfier/une_image_page/image_sans_texte/page_9.jpg,"a stone tunnel with a light at the end of it, illuminated by a pole on the left side. The walls of the tunnel are made of stone, and the light from the end casts a warm glow on the tunnel.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_44_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_44_bottom.jpg,"a person standing in front of a stone wall with graffiti on it. The person's leg is visible at the bottom of the image, and the wall is made up of rocks.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_12_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_12_bottom.jpg,"a brick wall with a light at the end of it, creating a vault-like structure. The bricks are arranged in a pattern, and the light from the end casts a warm glow on the wall, illuminating the area around it.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_35_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_35_bottom.jpg,"a close up of a rock with a small hole in it, which appears to be a culvert. The rock is dark in color and has a rough texture.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_19_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_19_bottom.jpg,"a close up of a piece of paper with a black and white pattern on it, which appears to be a photo of plaster. The pattern is composed of various shapes and colors, creating a unique and intricate design.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_30_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_30_top.jpg,"a man standing in the middle of a dark tunnel, illuminated by a light at the end. The tunnel appears to be a mineshaft, with a large opening at the top and a narrow opening on the right side. The walls of the tunnel are made of stone and the floor is made of concrete. The man is wearing a long coat and a hat, and is holding a shovel in his hand.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_15_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_15_top.jpg,"a man in a yellow raincoat standing in the water, holding an object in his hand. The background is dark, suggesting the photo was taken at night.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_16_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_16_top.jpg,"two men in yellow jackets standing next to each other in a cave, surrounded by rocks and water. One of the men is holding a stick in his hand.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_33_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_33_bottom.jpg,"a man in a yellow jacket and white helmet standing in a tunnel, holding a stick in his hand.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_13_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_13_bottom.jpg,"a man in a yellow jacket standing in the middle of a tunnel, surrounded by water and rocks.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_25_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_25_top.jpg,"a small wooden door in the middle of a stone wall, which appears to be a burial chamber. The door is made of wood and is surrounded by stones, giving the impression of a well-preserved structure.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_45_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_45_bottom.jpg,"a man in a yellow jacket standing next to a body of water, with a wall on the left side and rocks at the bottom.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_22_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_22_bottom.jpg,"a stone wall with a small stream running through it, and the water is crystal clear and the rocks are visible beneath the surface.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_32_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_32_top.jpg,"a close up of a piece of wood with a cross on it. The wood appears to be weathered and aged, with visible signs of wear and tear. The cross is clearly visible, with its distinct shape and texture.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_34_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_34_bottom.jpg,"a brick wall with a small hole in the middle of it, surrounded by water at the bottom.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_22_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_22_top.jpg,"a stone wall with a small stream running through it. The water is crystal clear and the rocks are jagged and uneven. The wall is made of stone and the stream is winding its way through it, creating a peaceful atmosphere.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_27_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_27_bottom.jpg,"a close up of a rock wall with icicles hanging from it. The icicles are glistening in the light, reflecting off the surface of the rock and creating a beautiful contrast against the dark background.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_19_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_19_top.jpg,"a man standing in the middle of a tunnel, holding a stick in his hand. The water is visible at the bottom of the image, and the background is dark.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_18_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_18_bottom.jpg,"a man standing in the middle of a river at night, illuminated by the light of the moon and stars. He is holding a stick in his hand, and the river is surrounded by rocks.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_28_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_28_top.jpg,"a large hole in the ground with a small amount of water coming out of it. The hole is surrounded by a wall, and the water is visible in the center of the hole.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_31_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_31_top.jpg,"a stone wall with icicles hanging from it, illuminated by a light source. The icicles are glistening in the light, creating a beautiful contrast against the dark background.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_23_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_23_top.jpg,"a stone wall with a small hole in it, and at the bottom of the image there is a body of water.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_49_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_49_top.jpg,"a man in a yellow jacket and white helmet standing on a rock, holding a stick in his hand. He appears to be searching for something in the water.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_15_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_15_bottom.jpg,"two men standing in a tunnel, each holding a stick. The water is visible at the bottom of the image, and there are stones scattered throughout.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_32_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_32_bottom.jpg,"a dark tunnel with a small hole in the middle of it. The walls of the tunnel are visible on either side, and the floor is visible at the bottom.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_26_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_26_bottom.jpg,"two men in protective gear standing in a tunnel, one of them holding a stick. The walls of the tunnel are visible in the background.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_16_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_16_bottom.jpg,"a stone wall with a small window in the middle of it, surrounded by water.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_33_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_33_top.jpg,"a man standing in the middle of a tunnel, holding a stick in his hand. The tunnel appears to be a mineshaft, with water at the bottom of the image.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_30_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_30_bottom.jpg,"a black and white photo of a tunnel with water at the bottom. The tunnel appears to be a culvert, with a long, narrow opening at the end. The water is still and calm, reflecting the light from the end of the tunnel.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_43_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_43_top.jpg,"a man standing in the middle of a tunnel, surrounded by water and rocks. He is holding an object in his hand.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_50_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_50_top.jpg,"a small stream running through a rocky gorge, with the water cascading over the rocks and creating a peaceful atmosphere. The water is a deep blue, and the rocks are a mix of grey and brown. The sun is shining brightly, illuminating the scene and giving it a warm, inviting glow.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_44_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_44_top.jpg,"a man in a yellow raincoat standing next to a puddle of water, holding a stick in one hand and a camera in the other. On the right side of the image, there is a wall with something written on it.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_37_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_37_bottom.jpg,"a tunnel with a small stream running through it, surrounded by stones and water. At the bottom of the image, there is text.",
